date,Gangnamgu,Gangdonggu,Gangbukgu,Gangseogu,Gwanakgu,Gwangjingu,Gurogu,Geumcheongu,Nowongu,Dobonggu,Dongdaemungu,Dongjakgu,Mapogu,Seodaemungu,Seochogu,Seongdonggu,Seongbukgu,Songpagu,Yangcheongu,Yeongdeungpogu,Yongsangu,Eunpyeonggu,Jongnogu,Junggu,Jungnanggu
2016081502,32,45,26,24,32,34,30,27,31,41,37,23,26,30,27,25,35,32,26,30,29,33,27,31,34
2016081503,34,44,27,33,35,41,35,26,32,34,28,25,27,31,25,28,35,29,25,34,30,37,30,35,36
2016081504,48,40,30,27,35,44,34,28,29,37,44,27,35,30,27,29,43,31,25,25,29,30,27,32,43
2016081505,38,38,27,31,34,42,37,30,30,31,33,27,34,33,21,34,38,32,32,35,34,33,30,31,36
2016081506,39,42,31,33,35,41,32,29,33,35,33,28,36,37,34,33,35,31,32,35,37,29,31,35,40
2016081507,41,40,36,48,36,45,35,30,35,39,38,28,36,39,0,27,41,29,36,43,37,38,33,34,39
2016081508,35,30,33,61,35,43,33,31,30,33,33,24,36,33,0,33,32,32,41,30,33,21,34,29,23
2016081509,24,30,40,43,33,39,31,31,29,37,28,21,36,29,36,31,45,28,41,22,39,25,33,38,26
2016081510,31,25,40,55,40,38,33,34,28,44,19,24,41,28,45,37,36,33,39,33,39,39,36,11,
2016081511,39,40,36,43,42,38,45,37,31,36,23,28,43,46,0,29,46,26,34,48,38,37,39,36,34
2016081512,49,35,32,45,40,39,39,34,27,38,37,33,42,39,33,44,35,31,35,41,38,35,35,43,34
2016081513,44,44,29,44,38,39,36,35,27,41,28,28,37,32,36,32,38,31,33,37,36,27,33,25,38
2016081514,40,44,23,30,38,39,35,38,24,25,23,31,38,37,28,30,28,31,26,39,34,18,68,41,25
2016081515,43,31,23,50,39,35,46,38,24,46,32,33,35,43,36,43,35,30,32,42,34,30,40,41,32
2016081516,45,37,23,48,41,34,59,37,23,35,31,34,40,44,43,45,34,29,36,54,41,27,29,40,32
2016081517,57,41,22,49,38,36,52,33,20,35,44,33,41,54,0,58,27,33,30,59,43,35,32,59,34
2016081518,63,53,27,53,37,41,46,37,29,47,57,32,43,61,0,59,44,35,24,59,43,40,37,66,52
2016081519,52,52,32,44,47,44,48,38,29,47,49,31,38,44,0,59,36,32,31,55,40,40,40,46,50
2016081520,46,54,35,51,41,43,42,38,32,49,52,33,38,37,0,43,55,33,33,44,39,39,41,24,
2016081521,43,55,36,44,41,40,48,35,32,50,42,33,40,0,,46,52,30,35,44,37,36,38,54,45
2016081522,57,47,32,37,38,41,46,34,30,38,29,31,39,50,36,62,38,35,29,58,41,38,38,50,33
2016081523,55,58,33,38,43,40,42,34,28,36,37,33,39,52,35,55,48,36,28,50,41,36,35,50,52
2016081524,44,34,32,30,40,43,48,32,29,39,37,30,40,45,28,56,42,37,29,46,39,33,37,42,52
2016081601,42,47,33,46,34,43,45,34,32,47,49,32,39,45,36,48,0,34,27,48,38,25,36,42,41
2016081602,47,52,37,52,36,40,46,32,31,47,47,32,37,41,26,43,0,40,33,46,34,40,35,40,49
2016081603,46,47,37,50,39,38,53,32,32,45,42,30,36,40,30,41,0,32,34,53,34,37,37,42,48
2016081604,45,46,38,44,37,39,52,34,32,50,49,32,38,49,31,42,0,37,30,51,42,34,37,41,36
2016081605,58,47,38,51,38,43,45,31,34,51,43,33,38,52,60,47,0,29,33,44,42,40,38,50,52
2016081606,45,52,40,48,33,38,31,30,37,47,48,30,35,43,52,42,0,32,34,44,36,38,38,51,56
2016081607,42,44,35,43,33,39,36,27,39,41,47,29,36,41,16,45,0,28,31,37,37,44,39,49,46
2016081608,46,44,36,47,38,41,39,24,42,46,47,22,42,46,25,43,0,30,33,39,37,26,37,46,52
2016081609,57,45,41,64,41,43,44,31,38,45,48,27,42,37,60,39,0,48,39,50,41,30,38,39,41
2016081610,65,55,40,39,45,42,53,35,33,47,41,35,52,41,0,,0,43,39,34,41,39,42,49,51
2016081611,60,52,37,50,44,46,53,36,34,39,38,33,50,43,0,,0,40,38,51,45,40,46,56,37
2016081612,58,42,36,59,46,44,54,38,28,50,31,35,47,58,33,0,,35,40,56,45,38,45,36,28
2016081613,63,45,32,53,53,43,46,38,28,36,49,38,49,43,34,0,,32,39,41,42,31,49,48,47
2016081614,38,41,36,62,47,46,59,39,26,45,43,55,50,55,26,57,0,,41,62,0,52,46,38,46
2016081615,48,47,39,89,59,48,68,47,32,56,45,42,0,59,0,55,0,36,50,69,37,41,46,46,46
2016081616,74,60,50,68,57,49,80,51,44,60,97,54,0,86,69,82,0,40,58,100,64,71,55,0,73
2016081617,88,0,42,67,59,66,72,0,41,61,68,55,47,52,74,83,65,58,52,83,44,43,46,55,79
2016081618,66,50,36,72,53,46,78,0,36,50,42,51,50,66,57,58,61,41,46,76,51,0,38,63,53
2016081619,62,65,34,68,53,52,67,52,32,36,44,41,46,54,45,57,55,43,44,76,44,31,44,54,53
2016081620,51,42,37,84,53,44,71,45,36,43,35,37,47,64,41,55,47,30,45,83,44,48,44,54,45
2016081621,51,40,36,77,54,39,70,43,35,49,45,36,52,65,45,49,48,36,46,84,47,45,41,66,47
2016081622,71,43,36,57,45,40,68,41,32,40,62,32,47,65,42,63,52,38,44,68,43,34,42,60,61
2016081623,55,59,36,64,44,37,58,44,33,49,47,31,45,49,35,53,63,37,40,68,42,53,41,49,49
2016081624,53,73,34,59,43,39,61,47,35,53,49,32,44,54,30,62,57,39,38,61,39,45,39,50,51
2016081701,60,62,37,68,45,44,65,44,36,43,46,32,46,52,48,49,53,41,42,57,38,40,40,58,50
2016081702,59,56,44,54,45,49,58,43,37,59,54,34,45,55,35,46,62,39,45,71,39,49,40,46,58
2016081703,52,49,43,74,46,44,61,45,38,54,57,35,46,49,73,51,62,34,45,62,48,48,44,54,51
2016081704,50,51,42,58,46,40,59,43,37,47,40,36,39,48,44,36,53,30,45,57,35,44,39,47,38
2016081705,47,43,37,47,39,34,39,43,34,47,35,36,30,43,26,32,47,29,37,38,33,39,32,35,34
2016081706,47,45,30,40,42,37,52,42,28,36,28,36,34,31,22,35,34,33,35,40,35,30,29,33,31
2016081707,47,42,24,0,43,35,62,42,23,38,33,39,38,33,0,46,35,34,46,41,43,38,27,35,35
2016081708,43,34,21,0,50,32,68,48,19,19,19,35,33,35,30,37,29,31,48,52,33,29,26,27,23
2016081709,47,31,20,0,46,28,57,50,18,26,26,32,36,31,0,41,35,33,48,36,39,25,25,31,25
2016081710,48,43,25,51,45,34,47,44,19,37,37,32,41,28,42,36,40,35,45,40,39,31,31,38,32
2016081711,64,49,28,56,50,41,57,44,25,27,40,35,43,42,47,49,43,39,46,53,44,35,38,54,41
2016081712,62,54,27,62,50,42,53,47,24,35,0,39,43,42,40,49,48,34,50,0,38,35,37,36,37
2016081713,61,35,28,49,48,43,56,50,28,35,0,37,47,0,39,0,35,40,43,51,37,30,35,36,41
2016081714,52,0,28,48,55,44,62,54,23,36,31,39,50,0,37,0,46,37,44,47,46,37,37,51,50
2016081715,53,20,31,60,54,38,76,60,30,59,43,47,49,69,65,35,0,34,50,61,45,40,38,53,31
2016081716,52,41,36,65,47,36,76,59,36,45,43,45,42,56,35,54,55,29,48,63,0,34,42,43,48
2016081717,40,53,35,56,45,39,66,46,35,41,42,43,44,45,60,44,71,38,41,57,0,30,40,41,45
2016081718,55,51,29,25,38,39,51,39,26,40,37,36,38,49,43,45,58,31,36,55,40,39,40,54,40
2016081719,57,43,25,38,41,38,54,39,19,32,42,38,39,49,52,50,37,26,33,57,39,36,39,60,33
2016081720,53,32,31,0,41,27,56,36,24,38,39,36,34,45,40,43,46,25,31,59,37,36,38,54,47
2016081721,38,47,32,0,40,29,54,37,27,42,38,31,35,45,32,48,51,17,36,54,33,33,31,38,55
2016081722,46,43,29,56,41,32,63,42,24,37,34,25,35,44,35,46,41,34,37,62,32,27,28,43,51
2016081723,39,62,26,52,39,33,53,38,24,30,30,28,36,43,37,46,43,44,33,58,31,29,27,41,42
2016081724,44,52,28,52,35,38,51,32,22,36,28,25,35,38,24,45,45,41,36,54,33,37,28,39,39
2016081801,44,55,24,40,36,37,46,33,25,22,34,25,36,42,39,46,57,34,34,53,32,29,29,31,47
2016081802,49,57,22,50,39,38,48,33,22,33,43,24,35,37,28,43,41,37,37,44,33,29,29,36,36
2016081803,53,44,23,56,44,38,57,34,23,37,36,23,35,35,29,39,44,35,39,46,35,28,29,33,40
2016081804,44,46,28,57,41,36,65,37,23,38,36,26,39,36,27,40,46,34,40,55,39,33,32,45,40
2016081805,53,47,26,56,45,37,74,43,24,33,37,33,38,38,38,46,48,31,47,58,41,31,33,37,50
2016081806,51,50,34,66,47,43,56,47,27,43,37,38,43,39,31,48,44,30,49,50,43,31,31,44,64
2016081807,69,61,34,61,47,49,57,49,37,46,50,45,50,41,41,54,48,34,56,55,50,35,38,53,60
2016081808,62,76,40,55,50,56,61,47,47,59,51,44,55,53,45,53,55,42,48,61,44,42,43,58,62
2016081809,64,62,46,56,49,57,55,45,45,56,51,39,53,49,39,60,69,46,46,51,49,42,46,68,55
2016081810,54,49,43,60,50,55,56,41,39,52,48,38,59,60,33,61,58,40,48,62,50,40,49,65,45
2016081811,37,33,45,55,48,54,56,41,36,51,51,34,53,54,29,49,53,36,44,47,49,36,50,60,45
2016081812,46,38,41,58,48,41,54,41,31,51,49,32,51,51,30,50,56,33,46,53,44,38,51,54,48
2016081813,64,43,41,50,51,41,57,45,31,46,46,36,46,56,34,44,60,36,42,55,40,38,47,32,48
2016081814,66,50,44,66,52,48,43,44,36,57,51,36,48,53,0,53,65,40,43,59,44,41,49,0,39
2016081815,76,56,48,75,53,51,73,48,42,59,56,44,54,61,44,62,65,46,49,58,52,52,52,0,
2016081816,67,58,48,83,0,51,86,95,46,62,60,48,71,81,56,58,63,41,58,94,55,48,57,0,
2016081817,72,76,56,82,0,53,92,62,52,69,72,64,76,87,68,64,85,43,63,107,58,79,52,0,89
2016081818,79,69,47,78,76,49,90,63,48,60,52,67,69,91,59,66,81,41,55,105,51,69,49,63,94
2016081819,67,61,45,74,66,52,79,59,45,62,47,63,78,101,65,65,56,44,51,93,56,75,48,59,66
2016081820,65,83,61,75,72,54,86,54,49,82,54,54,73,88,68,57,73,41,52,97,71,53,70,86,71
2016081821,0,79,74,54,57,69,71,59,66,100,77,49,58,72,50,82,91,45,40,68,66,45,70,68,81
2016081822,0,93,75,49,49,76,70,53,67,94,94,44,55,64,41,85,109,66,38,61,62,51,68,78,89
2016081823,0,93,67,54,49,75,49,50,64,78,82,44,61,68,38,81,96,61,35,60,67,66,73,97,81
2016081824,85,90,63,58,50,75,55,49,58,71,75,41,58,81,38,81,90,62,36,54,64,67,70,96,73
2016081901,70,99,59,64,50,78,56,47,57,65,79,39,66,84,29,77,90,64,38,57,68,77,71,94,85
2016081902,79,94,61,64,52,78,61,44,57,75,89,39,69,79,42,69,82,55,41,61,67,67,68,81,91
2016081903,79,82,58,71,51,71,55,43,57,80,76,44,70,69,46,64,78,59,40,56,69,61,68,76,93
2016081904,69,67,57,69,69,67,65,48,59,67,69,69,66,70,63,63,84,51,42,74,61,53,60,74,71
2016081905,63,68,60,64,74,66,75,52,59,69,64,71,62,68,56,55,75,45,45,79,61,54,58,64,59
2016081906,64,62,55,75,66,59,78,60,61,74,61,69,61,62,46,62,65,47,54,74,65,54,55,66,60
2016081907,70,76,46,79,67,60,94,67,49,59,51,69,62,62,56,61,56,45,65,75,65,51,52,64,54
2016081908,70,60,46,85,71,58,81,64,41,49,53,71,71,57,61,61,64,43,76,71,69,46,53,72,71
2016081909,41,54,54,55,55,65,54,57,41,59,58,73,79,64,58,62,64,56,59,68,64,47,57,91,50
2016081910,31,37,52,47,57,61,47,57,39,61,53,61,66,72,39,58,71,46,50,53,52,46,56,90,34
2016081911,49,44,54,80,60,53,67,52,41,65,49,41,57,62,0,43,92,35,59,67,44,42,49,81,42
2016081912,66,43,46,69,53,49,79,47,35,52,42,35,53,59,27,53,80,35,61,61,44,47,41,71,55
2016081913,60,46,42,74,52,45,88,47,34,51,42,34,52,69,0,58,70,39,55,79,45,39,42,0,61
2016081914,63,47,42,91,52,44,99,50,35,50,47,35,53,58,28,54,64,36,56,73,47,44,46,0,51
2016081915,58,59,48,108,51,47,82,49,39,59,0,37,53,58,53,56,62,40,63,68,47,46,51,0,49
2016081916,63,63,48,130,75,50,117,54,38,58,0,40,57,73,0,59,57,44,81,99,54,59,52,0,60
2016081917,65,58,49,139,84,49,123,77,42,58,0,46,75,85,0,62,73,35,86,106,53,64,54,62,67
2016081918,77,64,56,101,79,57,144,91,51,84,78,52,52,69,0,69,86,48,95,112,50,67,54,64,
2016081919,60,83,42,70,45,65,32,64,67,72,46,51,40,39,0,54,35,48,50,55,42,23,40,25,
2016081920,70,93,47,44,56,72,53,46,67,70,46,53,45,42,23,39,46,58,43,65,57,38,49,48,83
2016081921,89,81,62,63,63,66,93,49,52,74,71,51,51,48,43,70,74,56,44,58,60,47,58,78,74
2016081922,87,49,61,92,63,60,90,60,44,57,80,57,59,72,74,70,84,48,52,75,64,53,61,99,48
2016081923,54,39,54,85,64,45,94,61,42,54,64,53,51,56,53,64,69,39,52,79,53,55,56,84,49
2016081924,49,41,50,75,53,43,67,57,38,48,58,41,46,42,40,50,64,30,45,61,44,46,52,61,42
2016082001,40,51,45,64,51,39,55,53,34,66,53,36,44,40,50,50,56,31,41,55,43,42,46,53,53
2016082002,38,33,40,0,46,37,53,51,37,51,44,37,40,35,56,30,59,30,41,49,42,47,41,49,45
2016082003,28,36,41,0,40,31,42,43,32,46,42,31,44,34,39,33,51,22,37,42,32,34,42,50,36
2016082004,25,27,38,45,35,31,36,34,32,42,40,22,38,28,27,32,48,22,35,40,31,35,39,44,33
2016082005,28,33,35,37,34,25,35,30,34,44,29,26,33,35,30,20,46,23,33,37,30,30,35,39,22
2016082006,37,32,34,38,37,26,28,31,35,34,21,29,33,27,32,28,33,31,29,35,29,21,31,28,29
2016082007,41,36,29,31,37,27,37,26,30,34,26,32,30,29,35,27,37,23,27,28,28,22,25,26,27
2016082008,32,27,23,28,34,29,25,24,23,30,22,24,37,27,30,30,36,29,27,36,27,19,30,25,31
2016082009,31,31,25,33,31,26,45,34,16,18,23,23,33,31,24,30,35,21,28,31,20,23,29,34,29
2016082010,29,22,25,30,29,26,25,45,19,31,36,20,34,29,26,29,0,16,27,33,22,25,29,49,25
2016082011,28,24,20,29,27,24,23,25,17,25,26,19,29,30,23,23,29,21,25,26,21,24,26,50,29
2016082012,29,22,15,21,25,22,20,22,15,13,24,20,35,27,19,23,35,21,20,22,26,21,22,38,22
2016082013,26,15,16,19,26,19,23,21,14,22,21,20,28,22,17,28,33,25,20,25,28,17,21,33,19
2016082014,27,17,12,25,29,20,26,25,15,17,25,21,27,17,32,24,23,12,33,28,24,17,20,33,16
2016082015,20,18,11,28,32,22,31,21,14,17,30,23,29,28,44,23,27,16,33,29,23,16,25,36,27
2016082016,28,22,13,30,29,24,38,27,18,26,35,26,33,28,55,30,21,17,28,39,22,22,24,37,29
2016082017,19,31,17,29,33,23,31,23,24,31,28,27,30,35,46,29,27,18,25,21,30,20,24,30,43
2016082018,23,39,20,40,33,24,38,27,25,35,28,25,26,24,58,25,30,21,29,37,27,25,25,28,38
2016082019,43,41,24,70,32,30,59,36,26,40,27,30,37,41,42,36,34,24,40,47,27,39,30,46,48
2016082020,40,46,30,82,46,30,69,45,34,39,43,32,37,48,0,41,29,22,24,58,31,33,34,40,44
2016082021,49,63,31,77,50,36,96,43,31,35,36,30,37,31,48,46,47,28,56,65,32,31,29,42,56
2016082022,61,58,35,77,45,39,92,43,31,42,46,29,39,41,39,54,51,41,62,84,37,28,35,41,62
2016082023,54,37,35,0,47,34,73,44,25,48,45,30,37,47,47,43,56,36,53,77,37,33,41,51,41
2016082024,41,29,30,0,37,37,58,41,21,42,30,23,39,41,30,31,49,28,47,59,29,33,34,46,35
2016082101,28,16,28,0,30,23,68,30,22,46,26,19,33,35,33,31,41,18,55,61,25,45,28,45,25
2016082102,27,26,27,0,22,23,24,26,21,40,23,18,26,26,30,23,37,21,35,37,25,36,25,26,21
2016082103,21,25,26,53,24,20,14,26,17,39,24,20,24,29,25,22,31,17,24,19,18,37,20,22,22
2016082104,24,25,25,38,25,19,26,29,20,34,16,18,23,22,24,19,27,18,28,25,26,37,18,27,22
2016082105,30,25,20,37,22,17,19,24,17,25,21,16,22,21,25,17,29,19,19,23,19,16,22,17,26
2016082106,17,23,21,27,27,17,21,20,18,20,19,16,26,20,19,20,23,18,19,22,23,20,23,28,27
2016082107,23,28,14,17,24,20,23,18,15,23,23,17,24,20,21,21,23,15,19,23,21,14,19,23,20
2016082108,27,22,13,19,24,18,19,16,15,19,18,18,24,25,28,18,18,17,17,19,20,12,19,25,25
2016082109,26,22,13,21,22,23,21,17,14,17,17,17,22,15,26,19,20,19,17,27,25,13,17,19,19
2016082110,20,21,16,23,26,19,24,18,12,16,25,16,27,20,31,29,23,19,19,25,24,15,20,31,16
2016082111,26,18,15,16,20,18,15,15,10,16,19,14,26,23,14,29,25,20,18,14,27,19,22,34,14
2016082112,11,20,12,14,24,17,15,20,10,14,22,13,25,18,20,32,25,0,18,15,26,14,24,34,8
2016082113,24,13,11,21,27,19,27,40,11,15,24,18,24,29,0,20,30,0,17,23,24,4,23,36,16
2016082114,22,16,16,20,26,18,25,23,12,19,29,20,20,0,29,13,31,16,25,22,27,17,29,27,19
2016082115,21,22,15,22,26,18,29,19,18,27,29,25,24,0,,25,26,16,38,24,36,22,26,32,22
2016082116,23,33,16,37,33,25,34,26,11,23,22,24,30,26,0,23,26,22,29,36,29,13,25,32,43
2016082117,28,39,23,55,39,30,57,28,21,32,34,35,33,37,0,34,32,24,38,46,32,31,29,34,43
2016082118,50,42,24,40,37,29,53,30,16,33,37,36,38,44,0,36,30,27,35,45,38,35,32,51,50
2016082119,53,37,23,38,37,37,45,28,18,34,33,30,39,39,0,41,26,24,26,46,37,31,31,45,33
2016082120,40,41,22,38,40,41,47,35,22,33,31,31,33,39,51,40,35,22,29,47,33,30,32,38,27
2016082121,38,42,23,43,40,26,45,33,19,30,24,26,35,39,31,44,20,32,30,35,30,29,33,48,32
2016082122,43,38,26,39,35,26,41,35,22,36,34,25,36,45,42,42,32,34,29,45,29,31,29,42,40
2016082123,46,26,29,38,42,28,46,32,25,39,0,25,39,43,43,41,43,33,31,46,33,26,32,41,33
2016082124,46,44,27,51,37,31,51,36,25,40,0,28,38,41,45,36,50,27,33,49,33,36,31,44,52
2016082201,35,28,25,37,39,26,51,37,23,38,0,27,33,40,45,34,42,24,35,48,33,41,30,40,39
2016082202,26,27,21,0,39,21,41,33,21,36,0,25,30,39,35,25,34,15,39,47,26,32,25,30,34
2016082203,23,26,24,0,28,25,47,31,19,35,0,20,29,30,29,28,32,15,36,40,30,33,24,36,31
2016082204,34,27,20,40,29,27,45,24,16,23,0,18,28,40,27,28,35,16,35,42,26,32,25,31,25
2016082205,29,17,14,35,36,18,45,25,16,30,0,19,27,30,30,25,25,14,33,40,27,26,23,23,21
2016082206,18,15,17,34,24,16,27,25,16,21,0,15,25,17,19,14,19,10,31,32,22,24,17,23,20
2016082207,18,21,12,35,21,10,18,19,13,19,0,16,18,14,16,20,22,10,26,22,18,18,15,18,21
2016082208,14,14,15,50,19,15,18,18,15,20,0,12,22,15,12,10,17,17,17,18,15,16,13,12,7
2016082209,17,0,14,45,19,13,16,18,15,18,0,11,27,10,7,19,22,18,17,12,19,18,13,9,18
2016082210,17,0,15,21,21,16,22,20,10,20,0,15,25,14,19,19,16,21,18,13,17,17,16,19,22
2016082211,26,20,14,20,24,16,28,19,9,12,0,15,24,16,28,19,30,13,19,20,21,11,23,34,17
2016082212,27,25,18,23,29,23,31,21,14,17,0,18,31,25,32,25,29,13,22,31,29,21,0,42,22
2016082213,37,29,21,41,32,27,0,24,20,34,0,22,35,46,40,24,31,25,25,34,27,17,0,31,27
2016082214,37,29,20,40,32,29,0,28,19,31,0,25,32,31,46,30,27,24,30,34,32,29,19,38,22
2016082215,39,34,22,35,34,30,0,34,19,25,0,29,34,44,50,35,42,0,30,36,35,28,27,48,33
2016082216,46,0,24,29,36,32,11,35,17,38,0,31,35,35,64,35,28,0,28,0,33,22,31,40,51
2016082217,50,39,23,23,33,35,24,41,23,34,0,27,34,34,52,40,37,42,29,36,37,21,26,37,47
2016082218,0,52,21,43,33,40,32,46,26,26,0,28,29,27,54,48,34,38,45,42,39,27,32,41,38
2016082219,38,44,27,55,35,35,45,30,26,23,0,27,27,31,45,36,43,39,31,52,34,28,33,42,45
2016082220,38,48,29,55,36,33,57,32,31,42,0,28,29,33,0,44,42,46,35,53,35,34,33,57,31
2016082221,43,48,22,44,31,33,24,25,21,35,0,32,30,38,39,50,43,35,31,49,30,26,31,61,
2016082222,38,38,21,37,45,29,42,23,18,34,0,24,34,39,40,43,26,39,28,46,33,30,29,40,27
2016082223,47,40,25,44,44,34,47,27,21,35,0,25,35,39,28,38,36,36,32,46,35,22,31,45,47
2016082224,36,22,15,36,37,20,45,34,16,15,0,26,32,38,0,32,33,28,32,50,25,33,28,37,16
2016082301,20,23,9,52,29,16,21,30,10,21,0,25,21,18,23,17,25,19,29,31,19,19,17,22,26
2016082302,24,20,9,21,33,15,24,28,8,18,0,23,18,16,24,17,20,17,18,20,15,10,13,21,18
2016082303,16,19,10,24,25,15,28,21,6,13,0,18,17,8,35,17,15,17,18,18,16,17,13,19,21
2016082304,16,19,9,18,25,14,22,21,7,12,0,18,20,16,21,13,17,14,19,21,14,13,15,15,16
2016082305,15,18,6,18,26,16,23,21,7,16,0,16,19,15,15,16,13,16,17,18,15,13,13,17,19
2016082306,13,17,9,24,22,13,24,20,8,16,0,18,21,13,17,21,18,14,15,19,19,13,13,14,12
2016082307,22,20,9,19,25,14,23,16,10,16,0,17,20,12,16,0,25,18,16,16,15,11,12,21,19
2016082308,16,18,8,20,22,12,21,17,14,12,0,14,25,15,18,16,15,16,16,22,19,11,13,20,14
2016082309,17,19,10,22,24,15,19,16,8,13,0,14,27,13,16,19,25,22,17,13,19,12,14,28,15
2016082310,23,27,14,17,23,19,26,15,10,0,,11,27,18,15,24,28,22,18,24,23,10,12,32,13
2016082311,24,19,16,20,23,21,25,14,12,26,0,14,27,24,22,21,27,17,16,26,21,18,20,24,19
2016082312,29,23,15,22,26,23,19,20,13,23,0,13,31,23,23,29,30,21,17,20,25,17,20,39,26
2016082313,28,31,15,35,30,25,41,23,16,24,0,20,29,25,22,29,30,24,22,27,23,21,24,34,31
2016082314,37,27,22,36,35,26,51,27,20,31,0,25,29,36,32,34,33,27,26,34,30,27,26,39,25
2016082315,42,38,28,51,40,32,63,34,21,39,0,31,42,35,39,37,36,31,34,56,38,31,31,0,39
2016082316,59,43,36,62,47,31,72,42,27,44,0,35,49,56,62,62,49,31,39,56,45,58,35,62,56
2016082317,66,44,0,71,46,46,68,47,30,46,36,41,46,29,65,63,30,41,42,56,39,16,32,47,
2016082318,40,40,0,88,53,43,0,48,25,30,30,36,50,40,69,43,26,39,56,66,46,23,35,48,61
2016082319,55,51,30,66,53,55,0,44,27,38,55,35,58,55,39,44,47,45,62,72,56,36,51,60,26
2016082320,75,75,43,54,57,78,0,48,39,56,52,43,62,55,69,58,56,45,53,73,64,47,55,65,82
2016082321,76,73,46,49,59,0,,42,35,60,62,44,62,65,76,65,64,49,47,81,54,45,56,61,65
2016082322,94,66,48,61,45,0,,45,39,54,67,43,61,75,87,69,74,63,40,82,54,46,53,78,63
2016082323,86,64,47,53,43,0,,43,37,47,65,38,61,66,61,57,76,63,48,68,57,49,58,72,63
2016082324,75,66,40,53,42,0,,51,33,52,57,34,61,67,24,58,68,62,44,69,57,51,56,67,51
2016082401,35,76,42,59,43,88,61,0,34,61,55,30,52,60,16,55,63,53,47,52,49,47,54,67,83
2016082402,43,74,46,62,43,86,67,40,33,61,57,36,42,60,53,36,57,49,40,49,41,53,57,61,79
2016082403,59,58,52,55,44,85,60,40,51,63,33,39,48,45,63,42,60,41,45,50,46,57,44,39,77
2016082404,61,47,48,62,48,88,53,44,67,68,53,55,50,47,80,46,47,37,48,54,50,48,40,47,66
2016082405,15,31,49,65,41,71,62,41,65,57,38,46,43,46,38,36,47,39,52,44,35,41,43,58,47
2016082406,22,43,42,27,28,40,42,26,52,45,25,22,28,29,0,31,38,28,35,54,24,40,29,35,16
2016082407,21,29,33,22,25,39,28,24,41,36,26,19,25,30,26,26,33,32,23,31,23,33,25,36,24
2016082408,17,21,29,27,23,36,29,21,23,26,20,20,28,25,21,27,39,32,21,26,22,20,21,31,
2016082409,10,11,16,23,25,34,20,19,12,18,13,18,27,24,9,27,22,29,22,25,19,21,19,30,
2016082410,16,24,19,16,25,23,28,20,10,22,21,13,25,17,10,21,27,21,22,24,20,14,16,26,8
2016082411,20,0,14,21,26,32,30,22,14,15,26,15,25,18,16,25,25,15,25,27,22,16,19,34,15
2016082412,24,0,16,30,28,37,28,24,15,19,26,16,30,27,18,0,24,19,22,33,27,16,26,38,22
2016082413,27,25,19,45,31,30,42,26,15,27,35,22,30,32,33,30,26,27,28,37,26,25,25,36,32
2016082414,32,31,25,46,37,29,42,32,19,33,35,30,38,34,29,30,34,28,40,41,30,32,26,36,27
2016082415,37,44,30,23,42,34,47,32,26,32,37,36,42,43,55,36,36,27,28,43,36,31,44,49,42
2016082416,38,45,34,25,40,37,27,30,25,40,39,34,36,36,50,38,42,40,27,43,39,21,39,43,43
2016082417,48,40,29,39,36,44,43,30,26,32,41,34,37,40,50,42,37,33,32,45,42,28,36,42,38
2016082418,43,53,29,39,39,44,56,34,29,37,36,34,38,38,47,41,40,37,33,41,35,31,35,41,61
2016082419,52,45,31,37,40,42,61,37,28,45,39,35,35,39,47,43,33,32,30,44,34,35,33,49,49
2016082420,39,49,32,33,35,37,36,29,28,38,29,33,31,29,35,35,34,35,24,48,30,29,29,38,45
2016082421,43,51,27,32,33,39,43,28,28,34,29,27,32,38,42,38,31,44,25,47,31,28,27,40,41
2016082422,42,58,21,43,32,38,40,28,24,32,35,25,30,37,30,0,36,31,22,46,32,23,23,33,54
2016082423,40,49,16,26,31,29,34,25,21,18,27,23,32,29,25,31,27,44,25,40,28,20,22,31,38
2016082424,36,43,19,33,33,39,37,23,20,25,22,24,26,29,39,32,32,49,28,43,23,21,21,26,40
2016082501,38,45,19,32,38,37,45,27,17,29,31,25,28,29,50,34,35,42,32,37,27,32,23,25,38
2016082502,29,44,21,45,29,33,40,29,0,30,28,24,27,26,33,28,33,41,30,32,26,25,21,23,39
2016082503,40,49,22,36,26,39,31,28,32,27,24,24,26,24,27,26,31,38,25,28,25,32,23,28,32
2016082504,51,46,20,33,26,39,24,25,20,28,28,24,26,29,25,29,32,29,22,29,26,18,25,28,29
2016082505,47,49,18,28,30,46,25,23,19,24,29,22,28,29,31,39,32,38,21,27,34,27,24,32,36
2016082506,55,44,19,34,31,47,31,22,22,32,34,26,30,31,36,36,42,37,23,30,37,26,30,25,51
2016082507,47,42,27,35,33,47,37,25,23,31,44,30,34,29,42,35,50,36,26,33,41,27,33,33,51
2016082508,43,44,24,35,35,44,35,27,25,32,42,29,39,31,44,36,53,39,27,31,37,16,30,32,42
2016082509,43,48,36,35,36,52,39,30,28,34,35,27,36,32,56,40,49,44,23,36,40,25,39,42,43
2016082510,51,47,37,25,34,53,23,36,28,42,52,28,32,45,46,43,52,61,25,28,37,27,37,43,42
2016082511,44,43,35,34,38,47,31,38,31,49,57,31,31,28,33,39,55,55,28,31,38,27,39,45,40
2016082512,30,61,26,29,44,42,59,35,19,26,38,32,40,45,44,37,36,47,32,47,35,28,32,44,50
