date,Gangnam-gu,Gangdong-gu,Gangbuk-gu,Gangseo-gu,Gwanak-gu,Gwangjin-gu,Guro-gu,Geumcheon-gu,Nowon-gu,Dobong-gu,Dongdaemun-gu,Dongjak-gu,Mapo-gu,Seodaemun-gu,Seocho-gu,Seongdong-gu,Seongbuk-gu,Songpa-gu,Yangcheon-gu,Yeongdeungpo-gu,Yongsan-gu,Eunpyeong-gu,Jongno-gu,Jung-gu,Jungnang-gu
2016011414,46,40,35,23,29,41,0,44,38,36,54,24,15,35,0,57,47,34,28,21,25,25,46,37,49
2016011415,58,42,40,24,37,45,0,37,38,42,37,32,24,18,45,44,45,31,37,33,25,19,31,28,44
2016011416,49,41,36,45,46,46,39,45,45,39,36,42,29,37,46,38,41,32,42,50,30,31,33,28,37
2016011417,39,44,38,49,42,42,45,0,40,30,43,23,34,51,43,48,32,30,50,49,33,46,40,34,49
2016011418,51,41,52,50,45,45,41,0,41,37,41,39,37,52,37,47,38,33,50,64,36,49,44,37,44
2016011419,51,42,46,55,50,54,46,57,41,40,43,38,39,54,38,50,36,49,57,70,35,49,48,40,42
2016011420,55,58,46,53,62,55,47,45,44,40,48,43,40,55,39,56,38,46,57,68,42,46,51,45,46
2016011421,59,56,57,47,45,49,44,44,47,42,47,48,37,55,38,58,54,37,58,68,38,52,50,59,48
2016011422,56,51,53,50,58,48,43,42,43,40,39,58,35,53,45,53,49,48,52,68,36,37,46,50,40
2016011423,49,46,53,55,53,47,40,43,49,39,62,49,37,51,36,57,49,44,53,60,39,40,44,44,52
2016011424,50,49,55,49,47,48,36,46,49,38,51,48,40,49,40,54,43,40,54,58,35,40,44,43,51
2016011501,53,53,50,48,47,53,38,46,52,46,52,50,44,48,43,46,41,40,58,58,40,44,51,45,51
2016011502,49,57,51,47,56,51,40,44,50,54,60,67,44,57,46,49,54,36,59,57,45,58,51,52,57
2016011503,48,60,46,58,54,52,42,46,48,48,56,56,45,43,43,51,45,40,62,53,42,54,46,38,59
2016011504,37,49,41,59,42,55,30,43,44,46,50,43,35,46,43,40,49,39,57,67,32,47,38,35,47
2016011505,30,57,55,47,37,53,34,34,48,47,44,36,31,40,28,40,39,41,59,49,24,33,34,25,40
2016011506,34,58,56,54,34,45,27,29,51,48,37,29,27,35,26,35,35,43,52,36,25,29,39,25,33
2016011507,36,50,47,48,34,49,22,27,57,43,42,33,22,26,29,38,43,37,41,23,28,23,38,39,40
2016011508,34,52,66,59,34,56,26,29,62,61,44,26,30,27,28,31,53,39,36,38,28,25,40,35,40
2016011509,37,57,63,55,31,60,23,32,65,57,55,16,31,24,28,40,55,44,36,29,32,22,45,36,56
2016011510,40,69,58,44,36,57,28,29,63,59,59,34,37,28,33,46,59,47,51,28,31,22,51,38,65
2016011511,44,73,33,19,37,56,25,29,58,53,49,30,29,30,25,49,44,46,53,25,29,25,40,32,58
2016011512,39,64,32,23,38,52,25,25,37,23,45,32,32,28,31,29,37,50,61,33,31,20,42,40,30
2016011513,42,50,34,28,41,57,29,28,36,25,21,25,21,24,34,27,36,41,42,15,34,22,36,35,20
2016011514,34,29,40,26,46,37,30,38,35,0,38,44,29,31,50,31,34,32,43,23,38,26,32,36,35
2016011515,46,38,34,42,49,47,41,52,41,0,44,37,44,41,71,45,37,40,50,58,44,31,44,46,38
2016011516,47,51,54,51,56,54,40,56,45,0,62,43,48,62,76,52,51,43,63,69,49,50,58,54,47
2016011517,56,53,59,69,61,62,43,56,50,53,63,53,48,65,75,74,64,37,70,76,47,68,65,52,61
2016011518,62,62,66,82,59,65,49,62,49,66,71,42,55,70,93,81,64,50,68,69,50,66,64,50,71
2016011519,75,75,65,81,68,68,50,65,56,60,67,50,55,81,58,76,56,50,77,84,44,69,69,58,55
2016011520,69,75,74,74,59,69,61,68,54,78,67,58,48,64,55,79,68,71,80,79,48,61,70,66,59
2016011521,69,78,74,98,69,69,70,64,63,75,92,56,52,78,57,88,67,87,68,96,51,52,74,77,62
2016011522,83,75,73,106,68,72,77,64,62,79,81,57,54,70,58,89,70,90,69,88,61,50,70,79,82
2016011523,78,67,71,80,67,75,63,65,63,88,78,69,56,62,61,85,65,95,76,80,56,52,74,74,83
2016011524,76,68,66,72,65,72,65,63,66,71,80,73,56,65,57,82,65,82,79,79,54,47,74,69,79
2016011601,71,63,63,67,65,72,60,64,61,79,83,57,57,57,64,75,77,70,77,79,55,58,71,67,82
2016011602,71,76,65,59,66,66,57,62,60,83,84,72,58,55,70,70,73,68,74,62,56,57,70,55,79
2016011603,60,73,63,63,63,69,57,61,61,78,82,63,54,53,60,68,60,58,75,79,52,60,65,54,65
2016011604,61,73,72,56,64,70,54,77,72,84,74,78,51,58,53,59,54,54,73,63,52,51,68,49,63
2016011605,59,61,84,70,59,63,48,78,74,83,75,83,49,50,55,60,58,52,68,49,51,52,71,48,57
2016011606,56,61,82,60,57,63,43,67,79,90,68,49,56,52,48,60,76,45,67,61,50,55,74,66,57
2016011607,53,64,91,68,53,58,50,65,77,88,70,59,57,47,46,51,92,47,65,65,50,52,75,63,58
2016011608,52,57,89,72,56,63,44,69,86,90,77,54,58,55,45,60,91,45,74,57,53,45,78,62,60
2016011609,59,70,98,46,61,65,47,82,91,84,63,68,58,51,48,56,77,49,84,62,52,64,72,57,66
2016011610,57,88,85,74,65,63,54,80,97,75,65,45,60,52,49,83,69,63,95,67,61,54,71,59,58
2016011611,67,94,66,75,68,66,56,82,92,66,64,76,68,68,61,92,74,69,0,86,66,56,69,58,64
2016011612,67,77,74,84,73,68,70,79,77,57,75,73,72,68,68,88,70,57,0,89,69,60,77,67,73
2016011613,83,68,73,72,78,64,82,74,72,62,74,90,71,78,76,69,68,66,0,87,62,44,80,85,75
2016011614,76,57,74,74,80,60,72,77,76,73,79,85,73,69,70,76,66,63,0,81,67,45,82,80,64
2016011615,70,77,83,67,82,65,69,77,81,74,100,87,74,74,66,66,62,60,0,78,65,53,86,77,65
2016011616,70,78,88,80,84,66,76,74,78,78,96,83,75,82,66,76,76,61,0,83,67,60,86,78,55
2016011617,70,78,90,75,77,66,72,77,78,80,85,77,75,75,65,75,66,59,0,90,65,61,82,70,84
2016011618,69,67,91,79,73,64,66,82,81,77,72,67,72,77,62,70,70,53,98,89,62,62,80,73,82
2016011619,64,63,90,69,65,62,57,76,70,75,72,76,59,67,51,64,75,48,85,75,57,83,73,65,65
2016011620,61,66,100,69,62,64,57,69,69,81,64,91,61,66,48,67,74,52,78,70,58,68,69,61,63
2016011621,69,61,92,71,64,60,55,72,69,67,71,63,60,71,52,76,82,75,77,75,58,70,73,83,73
2016011622,73,60,80,88,63,64,68,72,66,66,67,64,61,74,51,84,85,71,80,89,57,67,88,80,69
2016011623,71,63,79,72,61,69,64,71,70,79,68,76,60,67,52,80,77,59,79,83,60,64,82,77,66
2016011624,68,59,80,72,62,63,54,67,77,68,70,56,58,59,49,72,69,57,76,79,56,61,75,69,68
2016011701,59,61,87,63,65,63,54,63,77,79,84,62,57,58,52,68,75,53,77,72,56,64,81,68,65
2016011702,63,71,72,63,59,59,55,66,72,92,81,61,56,55,60,68,87,55,72,66,59,58,72,62,73
2016011703,53,64,86,59,58,60,53,64,77,93,80,53,55,55,57,59,73,61,73,67,54,71,71,59,70
2016011704,58,64,84,89,57,60,48,63,78,94,91,60,54,57,48,60,71,48,71,67,51,62,83,61,57
2016011705,54,61,85,67,59,61,46,67,79,86,74,56,58,55,48,60,76,51,68,58,53,51,78,64,60
2016011706,58,65,81,54,61,61,49,65,82,79,65,57,56,54,51,61,75,43,68,68,57,60,72,61,63
2016011707,53,56,85,55,56,59,44,62,83,82,78,60,61,55,46,63,74,42,70,62,57,59,81,67,60
2016011708,58,58,81,51,58,58,44,64,90,82,81,52,56,55,45,60,91,44,72,54,52,57,81,64,63
2016011709,52,59,82,55,60,56,51,67,92,88,72,58,60,58,47,61,83,51,84,67,54,60,81,69,60
2016011710,55,56,90,56,60,58,48,65,89,79,69,66,59,59,47,58,80,51,77,62,55,51,74,69,55
2016011711,53,61,84,80,64,55,45,67,93,73,71,75,64,51,51,74,62,49,71,76,59,44,74,58,64
2016011712,66,60,82,74,67,63,58,71,89,69,70,61,63,70,54,76,62,53,76,79,58,52,68,71,55
2016011713,68,63,72,71,70,67,54,72,76,67,67,69,59,81,63,81,57,57,75,79,60,49,74,75,61
2016011714,82,67,77,72,76,70,67,73,88,81,72,67,62,74,63,75,57,53,82,76,58,50,73,72,66
2016011715,83,66,89,81,77,70,75,75,92,93,83,71,62,71,63,74,78,52,78,75,56,52,72,67,71
2016011716,75,70,84,96,73,65,66,71,96,88,82,77,59,71,61,75,86,73,73,73,61,51,77,72,64
2016011717,70,76,92,97,68,66,66,68,94,88,81,72,65,72,85,66,76,57,73,63,56,56,75,70,76
2016011718,66,69,90,102,64,72,59,68,83,87,96,62,65,68,72,83,81,58,82,76,68,55,85,74,78
2016011719,68,65,91,93,71,69,65,67,86,79,92,63,70,76,64,82,83,57,91,87,72,67,89,81,74
2016011720,64,77,89,90,68,66,66,64,89,71,78,67,70,85,59,74,82,61,83,81,60,74,83,86,65
2016011721,78,73,92,84,70,70,70,63,82,79,68,65,63,86,53,88,67,80,81,97,56,69,72,81,62
2016011722,87,73,69,108,86,72,78,66,74,62,69,60,69,86,57,98,84,86,89,86,59,67,75,82,61
2016011723,85,70,75,110,80,68,84,71,69,67,72,90,80,94,70,95,71,82,108,114,60,80,72,84,62
2016011724,85,72,76,103,83,72,87,78,71,67,75,50,82,89,74,98,71,89,104,111,61,74,77,81,59
2016011801,75,75,72,96,86,72,89,78,67,83,85,82,87,83,76,87,72,76,109,111,70,72,73,72,70
2016011802,69,87,74,93,99,75,77,76,74,92,95,70,83,86,85,78,82,74,106,105,64,81,76,70,75
2016011803,79,86,72,83,82,74,71,75,74,83,91,84,79,92,87,69,68,58,93,91,74,71,82,79,74
2016011804,93,87,80,87,84,88,77,80,77,84,101,83,80,101,91,102,75,68,99,94,81,90,92,93,83
2016011805,88,93,80,75,77,97,61,77,84,83,88,70,68,79,74,89,76,73,90,92,62,74,87,75,97
2016011806,80,79,70,68,76,82,57,76,67,67,71,94,66,74,66,73,63,52,80,74,63,72,74,67,68
2016011807,82,82,81,82,82,89,66,78,75,76,84,72,77,88,81,88,85,68,90,105,73,78,84,74,78
2016011808,94,97,75,103,80,99,68,78,69,71,87,71,74,106,87,114,87,77,87,101,71,79,84,88,88
2016011809,95,90,69,93,77,91,73,79,63,73,85,90,68,89,101,102,71,73,86,96,65,70,79,74,87
2016011810,88,78,52,73,75,79,74,77,51,51,65,69,58,77,100,87,57,75,81,87,55,60,69,82,66
2016011811,68,56,45,61,64,60,67,66,39,41,55,61,52,63,0,71,68,70,70,72,52,50,57,65,44
2016011812,63,57,40,55,47,60,55,56,37,37,55,46,40,58,0,78,55,59,59,51,49,40,49,59,56
2016011813,71,48,37,53,49,54,41,49,38,37,51,33,30,50,0,64,48,59,55,62,37,45,44,56,48
2016011814,48,0,33,47,38,47,50,47,35,42,0,31,48,39,0,55,50,50,56,44,31,30,37,45,48
2016011815,53,0,36,52,40,45,46,47,35,47,55,32,33,51,0,64,37,62,54,0,35,34,42,59,37
2016011816,60,0,25,45,40,50,38,45,34,48,58,26,19,40,0,63,36,50,44,0,31,33,37,55,0
2016011817,37,0,30,30,27,39,37,40,0,31,34,25,24,32,0,57,29,40,37,0,29,28,32,38,36
2016011818,36,49,24,33,19,33,25,33,0,29,35,16,18,31,0,54,36,43,31,39,17,31,37,38,33
2016011819,26,38,19,22,15,25,16,21,21,20,23,16,16,20,0,38,21,36,23,13,14,20,24,26,25
2016011820,29,25,21,20,18,28,17,19,17,13,19,18,14,23,48,29,17,24,19,27,12,21,19,24,24
2016011821,32,28,17,17,19,23,9,20,18,21,23,16,16,22,30,37,27,25,20,31,16,20,23,39,24
2016011822,30,29,21,26,17,28,16,22,22,21,37,18,17,27,23,34,22,26,21,27,20,20,36,34,25
2016011823,31,56,18,29,21,38,19,23,19,22,35,21,25,43,22,43,29,40,26,33,22,24,34,36,27
2016011824,44,34,28,28,21,28,19,22,24,23,27,26,23,37,27,35,29,37,26,31,22,23,30,31,28
2016011901,30,34,23,33,29,24,21,25,24,30,33,22,19,24,36,32,27,34,31,41,17,35,30,34,24
2016011902,37,39,34,42,25,36,25,25,27,29,36,33,21,38,57,34,40,32,35,49,19,35,32,44,31
2016011903,31,39,28,26,26,35,25,23,28,34,31,23,20,35,36,42,40,33,26,37,19,24,30,65,29
2016011904,36,34,21,29,23,33,22,22,29,34,30,17,19,28,38,35,38,32,29,31,20,26,27,32,35
2016011905,28,32,21,35,25,30,19,23,28,30,28,22,20,29,38,38,32,29,27,31,21,27,32,29,28
2016011906,32,32,31,26,22,30,24,24,26,31,26,21,19,34,0,33,30,28,28,32,17,25,27,28,30
2016011907,30,33,27,32,24,28,23,24,24,33,32,21,19,28,0,37,30,29,28,37,19,22,25,27,28
2016011908,33,26,26,28,23,29,21,24,24,26,28,32,20,31,0,40,28,29,31,36,22,26,28,29,25
2016011909,31,35,33,36,25,34,24,25,24,31,28,14,21,29,0,35,28,30,35,33,21,28,28,35,33
2016011910,33,39,23,30,27,34,23,27,27,23,37,24,21,33,0,36,29,35,34,31,25,26,29,37,29
2016011911,29,40,27,36,27,34,29,27,30,34,42,17,17,40,0,35,32,40,34,32,26,27,30,40,35
2016011912,33,60,26,23,28,36,24,25,29,32,37,31,23,33,0,42,34,0,32,40,28,29,32,36,33
2016011913,40,55,26,25,28,36,20,24,29,39,40,16,24,39,0,50,60,0,0,37,29,27,33,60,33
2016011914,40,0,30,37,26,49,27,28,36,48,41,14,22,36,50,60,49,0,0,38,39,19,30,80,40
2016011915,35,38,31,0,25,40,31,26,30,47,35,17,23,40,54,41,33,38,43,31,44,16,31,44,33
2016011916,40,38,28,0,28,40,24,28,35,41,41,20,27,49,52,52,37,42,34,54,0,38,33,41,36
2016011917,47,43,29,35,31,44,28,31,43,45,41,29,28,43,75,74,40,34,37,39,0,41,34,39,44
2016011918,51,43,40,55,31,42,32,31,43,56,50,30,29,45,62,62,47,32,36,51,27,43,42,44,47
2016011919,51,56,27,54,32,48,31,30,30,42,53,25,30,58,54,63,49,49,38,53,29,51,41,53,52
2016011920,51,39,30,55,41,38,42,33,27,30,36,40,25,41,53,51,35,41,42,62,24,40,46,43,36
2016011921,37,35,24,55,42,34,49,34,29,30,26,42,22,32,44,47,31,37,42,46,22,32,38,39,33
2016011922,40,32,22,39,31,28,36,37,24,31,32,28,23,34,29,38,28,34,35,42,21,30,31,36,32
2016011923,31,31,22,36,32,37,29,31,27,29,33,21,20,33,27,32,28,28,31,35,23,27,29,33,27
2016011924,34,30,23,28,24,33,25,26,26,25,29,21,18,29,23,30,29,28,29,28,20,31,29,28,27
2016012001,26,27,24,32,30,23,23,24,27,20,32,34,19,26,24,31,25,26,27,33,20,32,28,23,30
2016012002,26,32,29,33,25,32,23,26,29,30,31,18,19,26,20,25,30,26,29,30,18,29,27,29,27
2016012003,30,33,26,23,28,26,24,27,30,22,26,21,21,24,22,28,27,26,28,24,18,25,25,27,32
2016012004,22,35,26,22,25,23,24,24,25,27,25,21,20,25,24,26,28,23,29,32,20,27,21,28,26
2016012005,28,40,27,38,23,25,20,24,28,24,27,18,20,24,24,31,27,28,28,29,19,25,25,25,37
2016012006,30,43,27,27,26,35,20,25,32,30,25,18,20,33,24,26,30,25,30,34,20,26,26,27,45
2016012007,30,40,37,35,25,34,20,26,30,37,28,26,22,22,27,33,28,37,30,28,21,24,28,25,30
2016012008,35,34,32,38,26,36,26,27,31,36,38,20,22,26,26,32,34,30,34,33,21,32,31,27,32
2016012009,37,47,32,37,29,34,22,30,40,33,33,15,25,30,36,34,36,35,36,32,24,45,31,32,39
2016012010,44,50,32,39,29,36,29,28,25,43,36,34,26,30,38,37,37,33,42,24,22,31,33,37,33
2016012011,48,50,37,37,36,46,28,32,26,45,45,13,26,34,48,39,40,44,42,32,34,35,31,34,46
2016012012,30,47,32,48,39,50,29,33,31,35,45,38,29,35,49,0,46,49,45,41,32,38,32,32,50
2016012013,35,56,36,38,43,56,34,40,40,42,45,28,33,40,48,39,48,41,43,47,36,32,42,35,53
2016012014,45,50,44,31,42,52,33,41,44,51,49,35,36,39,46,48,44,41,44,46,36,35,47,40,55
2016012015,45,47,42,35,35,53,31,39,41,47,47,36,32,42,59,44,43,42,42,44,37,45,0,40,48
2016012016,42,51,47,27,35,53,30,38,43,44,53,33,32,46,49,45,48,46,40,34,34,64,0,42,54
2016012017,47,55,43,46,39,50,36,41,56,55,51,29,35,45,60,53,51,44,41,45,39,70,42,42,58
2016012018,61,55,53,50,43,58,34,52,50,55,55,38,36,45,58,46,55,43,48,43,38,53,48,39,52
2016012019,41,48,36,48,52,51,39,58,42,50,48,46,32,43,39,47,52,42,55,57,34,43,50,39,47
2016012020,44,50,49,46,68,49,45,51,48,45,40,47,36,42,39,41,42,40,54,63,35,49,48,38,45
2016012021,45,44,42,50,56,49,48,58,50,41,44,42,38,46,45,59,49,46,48,70,39,46,46,43,43
2016012022,58,51,48,47,51,52,44,54,49,49,44,40,35,42,50,55,48,54,43,55,36,45,44,45,50
2016012023,45,66,38,45,50,60,41,48,50,63,38,44,30,49,38,48,48,73,42,54,34,40,42,44,51
2016012024,56,72,50,53,40,63,35,42,46,55,49,36,33,43,42,46,47,60,45,58,31,38,40,41,63
2016012101,64,75,44,60,41,60,34,43,47,59,55,38,31,44,36,57,41,58,46,50,32,39,48,42,52
2016012102,65,85,48,50,40,64,37,43,49,57,61,37,31,39,42,57,58,68,43,43,39,43,54,46,57
2016012103,65,72,46,49,48,70,37,42,52,57,58,39,33,51,48,59,54,58,46,46,42,38,50,46,60
2016012104,64,64,49,56,40,66,40,43,58,60,57,38,35,42,48,60,47,60,57,53,41,39,46,50,47
2016012105,61,70,53,61,47,63,43,44,61,70,59,42,36,42,42,52,53,53,61,59,37,40,42,39,61
2016012106,58,57,71,51,40,64,40,48,62,79,60,38,37,42,39,57,59,50,53,49,42,41,53,44,60
2016012107,60,62,64,54,44,61,40,47,63,69,65,42,37,42,49,53,68,46,58,53,44,36,60,51,59
2016012108,52,64,69,64,45,68,47,51,68,77,61,48,37,46,49,58,71,51,66,55,45,43,58,46,60
2016012109,60,79,76,58,49,76,46,50,75,85,72,50,35,49,67,62,77,60,74,59,38,53,54,49,73
2016012110,67,89,79,70,46,80,42,51,72,97,77,34,38,46,69,69,82,59,65,55,44,40,62,43,77
2016012111,76,95,77,67,44,86,50,52,66,89,81,42,40,51,67,85,93,61,62,46,42,43,73,41,71
2016012112,81,74,62,35,44,83,51,49,53,68,76,32,38,0,61,93,84,66,63,38,44,49,52,43,59
2016012113,51,67,55,36,42,76,38,48,44,50,71,27,36,0,49,0,75,79,56,39,41,41,34,31,52
2016012114,54,72,60,56,41,72,36,47,51,58,58,40,38,44,41,0,64,71,52,52,43,39,40,39,61
2016012115,50,64,39,37,35,53,34,41,49,61,43,26,29,38,75,45,0,42,41,41,36,33,49,47,51
2016012116,37,55,46,45,46,0,40,42,41,48,41,43,33,31,63,43,0,42,54,56,35,38,38,33,57
2016012117,51,48,27,60,47,26,36,52,33,39,49,47,32,46,72,51,29,38,53,59,34,40,38,31,40
2016012118,52,45,36,50,39,38,51,46,36,38,45,31,30,46,63,41,38,40,50,54,26,35,36,31,42
2016012119,42,41,35,52,40,38,41,42,36,42,42,29,28,43,33,38,30,28,43,44,33,46,41,34,44
2016012120,42,41,37,46,48,38,41,40,35,45,40,32,33,47,36,43,38,40,40,53,29,51,45,37,46
2016012121,53,40,44,48,45,39,52,44,38,38,45,31,36,52,35,45,42,36,51,67,41,38,43,56,43
2016012122,59,44,45,80,60,46,51,50,38,53,52,50,45,69,53,64,51,43,63,73,47,60,55,65,46
2016012123,69,48,46,66,57,59,59,58,44,55,70,43,48,75,61,72,55,58,62,80,51,71,61,70,56
2016012124,71,58,48,57,54,64,49,53,49,62,67,49,48,71,55,77,54,60,57,72,51,73,65,71,61
2016012201,74,61,52,49,54,68,41,47,58,56,64,52,46,65,57,76,63,63,47,58,50,75,63,66,60
2016012202,68,71,53,47,44,68,41,45,56,66,67,44,42,60,47,72,71,61,47,52,47,66,64,61,72
2016012203,67,77,58,47,43,68,34,43,50,69,65,36,38,54,47,67,64,60,50,58,44,54,59,55,69
2016012204,59,76,54,50,50,68,43,44,51,64,67,38,35,48,47,62,64,65,49,56,41,64,60,59,68
2016012205,59,76,48,55,54,66,34,44,54,65,60,40,40,58,44,60,61,63,55,50,43,60,58,60,62
2016012206,63,76,50,54,45,67,42,46,54,53,67,42,40,46,49,61,54,66,54,49,44,55,60,54,66
2016012207,59,83,56,52,47,72,46,48,58,56,58,44,42,55,47,54,63,71,52,65,42,50,55,55,63
2016012208,52,91,54,48,40,81,37,50,66,65,58,33,37,55,49,53,62,77,55,47,43,51,50,53,71
2016012209,43,107,63,66,36,86,31,40,65,59,49,29,31,42,47,49,66,96,57,37,34,63,52,47,74
2016012210,40,107,68,52,37,95,37,35,69,73,69,28,27,32,48,38,71,89,50,35,30,39,44,37,76
2016012211,50,92,49,56,39,86,31,34,76,72,73,30,32,36,46,81,61,93,51,35,39,36,59,41,66
2016012212,44,83,48,38,43,77,42,42,40,58,69,31,38,43,55,62,53,86,53,49,41,40,69,0,55
2016012213,46,79,47,48,37,68,31,46,46,50,65,24,33,33,55,59,63,69,54,52,39,36,54,0,60
2016012214,53,67,49,55,45,68,40,40,47,53,54,29,0,57,0,51,55,58,57,58,46,48,57,45,54
2016012215,51,60,37,48,47,61,40,47,45,46,49,38,0,53,0,57,51,51,56,54,44,35,46,55,52
2016012216,54,61,32,45,47,59,42,43,32,43,44,34,38,49,0,52,36,53,50,61,42,40,41,46,50
2016012217,52,55,37,44,44,49,41,40,37,47,55,40,43,61,0,49,38,41,46,54,42,53,41,45,52
2016012218,64,50,48,40,38,51,46,41,38,47,60,37,37,57,0,59,37,40,40,48,43,54,55,61,62
2016012219,54,53,48,41,33,58,34,35,43,49,55,37,30,43,49,61,47,50,36,50,35,40,51,49,50
2016012220,43,52,35,39,42,51,34,30,38,44,43,28,29,47,39,48,51,43,37,50,31,48,45,39,50
2016012221,58,47,36,33,45,48,36,35,34,38,51,27,32,42,43,50,42,44,39,56,31,46,43,38,47
2016012222,49,44,33,45,44,39,39,38,31,38,49,36,32,44,0,49,39,41,40,46,27,41,35,39,44
2016012223,46,37,34,31,34,41,29,28,33,43,45,29,28,42,47,46,40,40,31,46,30,48,42,45,44
2016012224,35,43,29,31,34,42,26,28,33,41,41,20,20,29,39,54,40,38,29,38,21,33,35,33,42
2016012301,27,41,17,32,30,34,23,28,23,32,30,17,16,24,24,42,36,27,26,36,17,30,25,29,41
2016012302,25,32,27,23,27,31,21,23,21,28,26,29,18,25,25,24,27,27,25,32,20,27,26,26,29
2016012303,30,27,22,31,29,29,19,26,23,23,29,31,25,29,30,32,28,31,31,35,26,26,30,27,28
2016012304,37,27,23,39,37,32,35,33,23,29,37,25,26,36,35,37,35,24,38,41,27,33,32,35,28
2016012305,38,30,35,48,40,35,32,40,23,31,33,33,28,38,39,35,35,29,43,48,28,36,33,32,35
2016012306,37,35,38,47,39,42,35,45,34,34,39,39,31,38,0,50,34,35,46,47,27,37,36,39,33
2016012307,44,40,32,40,34,46,32,43,35,41,43,26,31,48,0,47,41,34,44,45,34,44,42,41,41
2016012308,51,47,34,46,29,46,31,35,37,46,52,31,33,50,0,59,42,48,39,46,36,48,48,54,43
2016012309,49,41,27,40,27,52,25,33,36,40,37,30,29,38,0,49,35,42,41,40,29,46,45,45,42
2016012310,30,41,28,29,31,31,29,32,25,29,24,29,20,29,0,43,27,36,39,31,24,42,35,30,32
2016012311,29,27,28,30,34,37,29,32,26,32,40,25,26,37,0,32,32,33,41,34,30,27,28,38,31
2016012312,31,39,32,38,31,32,28,34,30,32,38,22,24,38,0,39,37,36,39,32,33,34,32,39,35
2016012313,32,37,33,39,38,41,28,37,31,44,44,34,24,36,0,46,41,38,44,39,36,35,36,35,48
2016012314,39,48,30,47,38,40,35,41,35,43,51,31,26,42,0,46,39,43,45,47,32,29,39,42,49
2016012315,45,44,31,43,39,35,30,39,37,45,0,24,27,43,0,46,46,37,42,44,30,31,34,39,41
2016012316,37,40,30,41,30,44,29,36,33,40,45,26,18,37,0,52,33,36,39,46,25,36,36,36,38
2016012317,42,36,22,32,29,30,29,37,26,32,30,20,20,34,0,49,31,31,38,39,23,32,32,36,36
2016012318,25,24,20,32,31,27,27,53,22,23,21,22,19,28,0,34,23,31,38,42,19,23,26,22,21
2016012319,27,24,13,29,23,32,22,32,16,26,23,19,18,25,0,37,19,20,28,40,15,24,24,23,25
2016012320,23,17,14,12,20,16,12,18,15,15,10,9,13,14,0,22,19,23,19,26,12,19,19,20,17
2016012321,19,18,16,12,17,19,9,13,16,13,14,11,10,12,15,22,14,13,16,26,14,17,19,18,11
2016012322,21,12,17,19,21,17,17,17,20,16,16,17,17,23,20,17,18,13,20,22,14,23,18,19,18
2016012323,15,19,22,23,19,13,13,18,17,11,9,18,14,19,21,18,12,15,22,31,15,22,16,20,17
2016012324,18,21,22,19,18,12,12,18,16,13,15,14,12,17,16,17,28,15,20,18,14,17,19,18,15
2016012401,22,22,17,26,19,26,16,19,17,10,18,14,12,23,18,22,22,15,23,19,18,26,22,21,10
2016012402,20,21,17,25,23,20,17,23,17,18,27,28,15,17,17,24,21,18,27,0,16,25,20,24,22
2016012403,34,25,19,35,33,25,24,29,27,24,25,23,23,28,29,28,30,26,32,32,23,28,26,28,23
2016012404,38,38,34,43,41,50,28,35,34,40,42,22,29,40,38,41,43,42,35,41,28,31,38,39,42
2016012405,51,49,44,46,40,48,34,40,37,43,44,31,35,46,38,48,49,43,46,41,32,41,43,43,48
2016012406,54,52,45,55,44,48,35,46,41,50,52,38,36,54,46,46,51,46,52,49,35,51,46,51,53
2016012407,54,55,39,48,40,56,36,44,44,50,59,42,36,53,46,51,57,50,49,55,36,54,50,53,51
2016012408,53,61,39,47,37,55,36,43,44,50,52,38,33,54,41,51,37,48,49,52,34,52,50,47,51
2016012409,46,56,40,48,35,49,38,40,43,45,46,35,30,47,42,56,57,47,48,44,33,44,43,47,49
2016012410,48,47,35,38,36,43,31,39,34,48,43,31,30,38,38,41,42,47,44,38,31,45,50,42,43
2016012411,38,53,40,30,34,39,36,35,34,44,41,34,31,48,41,42,46,50,42,38,37,38,48,43,44
2016012412,39,44,32,37,37,53,30,36,36,40,45,36,32,38,36,47,49,47,41,38,32,40,37,40,45
2016012413,40,46,29,38,40,42,34,38,40,44,49,30,30,40,30,44,42,49,44,38,35,33,44,37,47
2016012414,48,49,42,39,36,45,28,39,39,46,48,29,30,40,43,43,45,46,42,38,35,37,42,41,53
2016012415,40,44,42,36,39,51,37,38,40,45,43,33,32,37,40,47,50,45,43,49,35,23,41,41,46
2016012416,46,49,36,41,42,38,34,43,38,45,46,32,34,48,43,47,50,38,44,55,37,43,37,36,41
2016012417,47,46,37,52,43,49,36,45,35,44,46,41,35,44,46,47,48,35,46,49,34,53,43,38,43
2016012418,58,45,42,52,45,44,44,50,44,47,49,39,35,53,52,58,51,45,51,72,35,44,46,43,50
2016012419,43,46,40,51,49,51,46,53,34,46,43,39,29,42,35,52,46,47,50,63,30,44,43,36,47
2016012420,38,43,35,56,46,38,43,44,31,40,40,30,25,42,30,49,38,35,46,53,26,41,36,35,40
2016012421,39,39,28,40,41,42,48,39,29,29,28,33,23,28,33,36,31,46,41,62,25,34,34,41,35
2016012422,37,39,22,44,39,27,36,34,25,30,30,25,24,36,34,37,30,30,37,52,24,28,30,35,29
2016012423,38,41,28,40,35,38,34,32,25,26,27,22,22,30,32,34,27,27,35,39,22,29,33,34,29
